ID	P_VALUE	Q_VALUE	PERIOD	LAG	AMPLITUDE	OFFSET	MEAN_PERIODICITY	SCATTER	TP_0_REP_1	TP_6_REP_1	TP_12_REP_1	TP_18_REP_1	TP_24_REP_1	TP_30_REP_1	TP_36_REP_1	TP_42_REP_1
sub_1	0.008879926413358805	0.019104224156230098	23.548542	20.988054446916106	135.19176285128606	359.4582885980598	0.9672685	0.0	475.718982915286	247.837736328064	327.253779067323	439.779032781314	486.933701271041	253.762160361748	273.439557367836	463.062141304591
sub_2	0.016627750654496568	0.02823580299820172	22.824972	18.89007714900098	159.85433263906523	502.7273774155226	0.9406491	0.0	492.226581691526	354.053909040092	394.629557110596	659.668549171972	503.504743460894	352.380630265366	506.117938482081	879.699029367848
sub_3	0.15012736149437486	0.16697996953030367	23.80043	9.09109471108125	16.33465544222352	89.01556268577332	0.5535166	0.0	75.0345398920009	116.49515716803	97.6261273688234	94.0873411479254	71.382950971671	108.239784040556	98.5061759461768	78.5658131776428
sub_4	3.5378192881907595e-05	0.0017367476505663728	23.624176	7.895799220919322	363.26663062271246	1229.5313791998387	0.9990652	0.0	1075.99530205129	1491.59485550439	1388.76603721847	994.788629440425	1023.58052911164	1594.73281819753	1372.29293387088	754.707962948871
sub_5	0.00010613457864572278	0.002729174879461443	24.018448	11.850229585055782	582.5851025592184	1531.118630921935	0.9984256	0.0	985.953854180892	1426.49462061637	2252.27600887511	1382.76676653356	987.889053625804	1467.25040588309	2201.10351769388	1474.89458374393
sub_6	0.009003750088445481	0.019217490307353993	23.513432	18.711394300438865	64.9394508454139	329.67197074238794	0.96704894	0.0	310.642995152884	266.111486472069	284.628286835865	385.863814820144	350.541277093027	277.815445704094	324.391027684823	451.15823021707
sub_7	0.0003537819288190759	0.0053814715933042535	23.18459	22.13965202601369	39.45903157848646	123.28972222533392	0.99786204	0.0	163.575296964562	100.505625792026	86.6260003413503	137.430947744161	158.062248580129	109.442448307673	93.411028914478	138.085368615251
sub_8	0.0009375221113705512	0.008165515163549962	24.345438	18.598544640003272	41.76689551636099	70.8991631501188	0.99554884	0.0	66.0303951049608	37.6896096720098	59.1256827726677	112.059080468316	86.6792976084576	30.0666066779322	59.443382036486	133.323804180242
sub_9	0.0678023066581759	0.08378317069889012	23.840736	4.1738081476142295	268.685498187574	2619.9856574584037	0.80575854	0.0	2657.72340297467	2967.20017963277	2431.02807307155	2541.41537213048	2583.80788606388	3051.15924567656	2216.38895878898	2452.20568402946
sub_10	0.04924644449161537	0.06470335772620997	24.03304	8.79744702910137	235.98982238233702	995.3162452972031	0.8544278	0.0	1005.46283455281	1103.27766494429	1329.64035444581	787.58504668769	869.342367190707	1126.8964182889	1290.7705813637	680.903714206237
sub_11	0.021085402957616926	0.03270337944005153	23.519024	16.844260093324273	632.836169334127	2554.5710516980316	0.92712504	0.0	2221.02238080323	1866.20673345648	2673.03086767595	3279.31384540297	2492.02980624316	2040.92126129804	2858.37748478303	2871.22335431022
sub_12	0.05596830113917781	0.07160696784799722	24.519306	5.073079414241868	195.32535166931603	868.6824049911891	0.83914596	0.0	951.437965830572	1066.73016465628	856.634892264464	619.496425985217	766.092027392398	1054.73656226186	698.035143342735	693.998016402511
sub_13	0.0015920186796858416	0.00959572902824343	21.413044	1.0223975386192468	67.2077722173776	168.2065768303824	0.9937895	0.0	235.608455260883	175.884845136046	90.7510479766527	170.202942975461	228.170503998734	140.711719252723	132.473822824169	216.651181792894
